Arm,Type,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Essentiality score (CRISPR),RNAi essentiality score,Fetus development,Childhood development,Young development,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,CRISPR essential gene density,Essential gene density (Nichols),Label,Normal tissue expression,TCGA expression
13q,STAD,1.632447013,0.666319204,1.696528361,0.07951975,1.439891263,-0.681902239,,,,,,,,0.02970297,0.01980198,-0.396865449,,0.061068702,1,0.286426231,0.613659407
13q,TGCT,2.795766407,2.635231383,4.474735279,0.13651275,1.00118103,-5.915238138,2.014402555,2.104190382,,,1.087726652,1.798830451,2.041015905,0.02970297,0.01980198,2.857431234,,0.061068702,-1,0.765593889,0.182486662
13q,THYM,1.228318666,0.503092175,1.260998078,0.046371,0.218975708,-1.044310748,0.321351826,,3.192654008,,,,,0.02970297,0.01980198,0.07937309,2.017026605,0.061068702,-1,0.409623362,0.463160035
13q,UCEC,1.011979073,0.23524977,0.288675135,0.1141365,2.06952541,-0.616057082,0.209907722,,1.233940985,1.179844077,,,,0.02970297,0.01980198,-0.317492359,0.403405393,0.061068702,-1,0.659625019,0.225645489
13q,UCS,1.011979073,0.23524977,0.288675135,0.1141365,2.06952541,-0.616057082,0.209907722,,1.233940985,1.179844077,,,,0.02970297,0.01980198,-0.317492359,0.403405393,0.061068702,-1,0.659625019,0.153579468
14q,ACC,1.382394126,1.31507546,1.289991916,,1.533713944,-1.753134938,,,,,,,,0.020689655,0.00862069,0.429282956,,0.089866157,0,0.336793095,0.447872886
14q,BLCA,1.200351591,-0.015569231,0.216187912,,,-1.404080849,,,1.064153058,2.175721431,,,,0.020689655,0.00862069,-0.321962217,-0.665446219,0.089866157,-1,0.630947366,0.193784153
14q,BRCA,1.405040553,0.362704191,0.812167812,0.076068,1.693045445,-0.517959229,0.398457651,,0.915281134,1.133287216,,,,0.020689655,0.00862069,-0.214641478,-0.665446219,0.089866157,-1,0.366677739,0.502873582
14q,CESC,1.167056241,0.013235865,0.477212156,,,-1.415063086,,,,,,,,0.020689655,0.00862069,-0.160981109,,0.089866157,0,0.500352379,0.51811103
14q,COAD,1.443415421,0.292196802,0.985458386,0.0636695,1.204130049,-0.988573191,0.250207014,,1.010045662,1.173469044,,,,0.020689655,0.00862069,-0.160981109,-0.399267732,0.089866157,-1,0.326268577,0.298461305
14q,ESCA,1.313036921,0.475272958,0,0.0600025,0.70471935,-1.411420339,0.379681928,,1.048064353,1.402493619,,,,0.020689655,0.00862069,-0.071547159,-1.197803045,0.089866157,0,0.321710679,0.285931506
14q,GBM,1.589029741,1.313563757,1.814816962,0.050378375,1.616442848,-1.373953849,1.251072606,1.880635071,,,1.720470915,1.882606413,1.702289141,0.020689655,0.00862069,0.465056536,,0.089866157,-1,0.563424059,0.387848853
14q,KICH,1.677323792,0.930536213,2.066257623,,,-0.910053497,,1.341415084,2.063780287,1.779812033,1.523037982,1.572093838,1.662853467,0.020689655,0.00862069,0.125207529,0.931624707,0.089866157,0,0.182274913,0.762471151
14q,KIRC,1.677323792,0.930536213,2.066257623,,,-0.910053497,,1.341415084,2.063780287,1.779812033,1.523037982,1.572093838,1.662853467,0.020689655,0.00862069,0.125207529,0.931624707,0.089866157,-1,0.182274913,0.28462317
14q,KIRP,1.677323792,0.930536213,2.066257623,,,-0.910053497,,1.341415084,2.063780287,1.779812033,1.523037982,1.572093838,1.662853467,0.020689655,0.00862069,0.125207529,0.931624707,0.089866157,-1,0.182274913,0.317900948
14q,LAML,1.154700538,3.672321431,3.290116419,0.0108465,1.049866378,-5.708379864,1.857366704,,0.971638421,1.738173956,,,,0.020689655,0.00862069,2.468376999,0.399267732,0.089866157,0,0.408420699,0.394332286
14q,LGG,1.589029741,1.313563757,1.814816962,0.050378375,1.616442848,-1.373953849,1.251072606,1.880635071,,,1.720470915,1.882606413,1.702289141,0.020689655,0.00862069,0.465056536,,0.089866157,-1,0.563424059,0.38652859
14q,LIHC,1.308625967,2.586755564,1.853425258,0.0367585,2.0116759,-3.534962113,0.985239798,1.790721776,0.773475404,1.824709312,2.226277489,1.973808128,1.922425767,0.020689655,0.00862069,1.430943188,-1.197803045,0.089866157,-1,0.439232385,0.565327901
14q,LUAD,1.580244612,0.955742354,1.898033081,0.1026475,0.687727035,-1.100868944,1.242653336,,0.493114115,0.6407488,,,,0.020689655,0.00862069,-0.107320739,-0.665446219,0.089866157,0,0.060525787,0.323016873
14q,LUSC,1.580244612,0.955742354,1.898033081,0.1026475,0.687727035,-1.100868944,1.242653336,,0.493114115,0.6407488,,,,0.020689655,0.00862069,-0.107320739,-0.665446219,0.089866157,-1,0.060525787,0.573845699
14q,OV,1.092981635,1.150175465,1.064765202,0.10185275,1.901519173,-1.412875808,0.187655975,0.816615774,0.725419431,1.187660401,1.798636078,,,0.020689655,0.00862069,0.107320739,-0.399267732,0.089866157,-1,0.332462404,0.351636392
14q,PAAD,1.599685242,1.637662908,2.379578358,,1.192516018,-1.426773522,,,1.012369446,1.445271841,,,,0.020689655,0.00862069,0.572377275,-0.133089244,0.089866157,0,0.388747386,0.43432164
14q,PRAD,1.393341682,0.171487968,1.17089644,0.07881925,1.552888419,-1.020219037,0.50034563,,2.504135301,2.010243785,,,,0.020689655,0.00862069,-0.143094319,-0.665446219,0.089866157,0,0.339918127,0.519371327
14q,SKCM,1.977595802,1.738765343,2.341215092,0.07831825,0.431943848,-1.860340767,0.456239407,,1.220740448,1.424356996,,,,0.020689655,0.00862069,0.679698014,0.399267732,0.089866157,-1,0.389952113,0.36998306
14q,STAD,1.622570232,0.462997726,1.534146926,0.07264025,1.461565501,-1.158735878,,,,,,,,0.020689655,0.00862069,-0.143094319,,0.089866157,-1,0.457565004,0.358172752
14q,TGCT,2.798985275,2.777498168,5.199469469,0.123429,1.126474949,-6.196930713,1.787113324,2.109638926,,,1.179391947,1.958558599,2.040188465,0.020689655,0.00862069,3.291169332,,0.089866157,1,0.856574038,0.271828242
14q,THYM,1.356568383,0.285999412,1.111915739,0.043046,0.175107378,-1.30243693,0.425600794,,1.955163542,,,,,0.020689655,0.00862069,0.143094319,0.399267732,0.089866157,1,0.400480091,0.641749971
14q,UCEC,0.84823691,0.131834672,0,0.10690475,2.151734689,-0.980181486,0.252016891,,1.378490596,1.441577885,,,,0.020689655,0.00862069,-0.214641478,-0.399267732,0.089866157,0,0.42036335,0.352408716
14q,UCS,0.84823691,0.131834672,0,0.10690475,2.151734689,-0.980181486,0.252016891,,1.378490596,1.441577885,,,,0.020689655,0.00862069,-0.214641478,-0.399267732,0.089866157,0,0.42036335,0.30025065
5q,ACC,1.607381298,1.5172839,1.945616916,,1.577783881,-2.215603117,,,,,,,,0.014306152,0.010014306,0.550201184,,0.097682119,1,0.408939131,0.73089941
5q,BLCA,1.223559583,0.113242256,0.526234812,,,-0.844921546,,,1.323132667,2.330315825,,,,0.014306152,0.010014306,-0.393000846,-0.254715764,0.097682119,-1,0.607632814,0.125623565
5q,BRCA,1.376830191,0.128000706,0.892772092,0.085341,1.590625607,-0.86339845,0.278058416,,0.953775714,1.118912754,,,,0.014306152,0.010014306,-0.330120711,-0.254715764,0.097682119,-1,0.578248517,0.591092462
5q,CESC,1.112568839,0.075698636,0.578465025,,,-1.146202096,,,,,,,,0.014306152,0.010014306,-0.361560778,,0.097682119,0,0.487235402,0.200418633
5q,COAD,1.365863842,0.477404301,0.945413367,0.07079775,1.189114188,-0.999285718,0.338146826,,1.470237399,1.414001755,,,,0.014306152,0.010014306,-0.125760271,-0.254715764,0.097682119,-1,0.400927806,0.593908747
5q,ESCA,1.16033494,0.532386125,0.058251132,0.06531225,0.659173827,-1.127939631,0.436900595,,1.02134993,1.328827461,,,,0.014306152,0.010014306,-0.047160102,-0.764147293,0.097682119,-1,0.500620751,0.083541317
5q,GBM,1.490103407,1.394372542,1.318145591,0.081742375,1.646583971,-1.763979637,2.27172888,1.792806904,,,1.693801209,1.871974751,1.737231719,0.014306152,0.010014306,0.330120711,,0.097682119,0,0.447143903,0.64208794
5q,KICH,1.718311532,0.997289185,2.222174715,,,-0.925234819,,1.282111465,1.388481701,1.618007018,1.516362541,1.532395518,1.837906176,0.014306152,0.010014306,0,1.273578821,0.097682119,0,0.10527732,0.62126923
5q,KIRC,1.718311532,0.997289185,2.222174715,,,-0.925234819,,1.282111465,1.388481701,1.618007018,1.516362541,1.532395518,1.837906176,0.014306152,0.010014306,0,1.273578821,0.097682119,1,0.10527732,0.602397708
5q,KIRP,1.718311532,0.997289185,2.222174715,,,-0.925234819,,1.282111465,1.388481701,1.618007018,1.516362541,1.532395518,1.837906176,0.014306152,0.010014306,0,1.273578821,0.097682119,0,0.10527732,0.35588874
5q,LAML,1.167541066,3.9921714,3.305092989,0.0413145,0.966095023,-5.973489222,2.159226686,,1.097527496,1.743557622,,,,0.014306152,0.010014306,2.185084704,0.764147293,0.097682119,0,0.617684421,0.365273686
5q,LGG,1.490103407,1.394372542,1.318145591,0.081742375,1.646583971,-1.763979637,2.27172888,1.792806904,,,1.693801209,1.871974751,1.737231719,0.014306152,0.010014306,0.330120711,,0.097682119,0,0.447143903,0.710222765
5q,LIHC,1.591640056,2.416890493,3.033379121,0.0292255,2.082185536,-3.306810632,0.397470619,1.741543682,1.384143176,1.551872021,2.20213528,1.910522707,1.825543923,0.014306152,0.010014306,1.084682335,-0.764147293,0.097682119,1,0.179694915,0.19976361
5q,LUAD,1.733209744,1.507539936,2.078104549,0.130042,0.708602284,-0.92566911,1.262612642,,0.794285802,0.714020811,,,,0.014306152,0.010014306,-0.141480305,-0.764147293,0.097682119,-1,0.21051378,0.56575028
5q,LUSC,1.733209744,1.507539936,2.078104549,0.130042,0.708602284,-0.92566911,1.262612642,,0.794285802,0.714020811,,,,0.014306152,0.010014306,-0.141480305,-0.764147293,0.097682119,-1,0.21051378,0.224193877
5q,OV,1.100332963,1.254941945,0.875661126,0.10659975,1.953400526,-1.272735194,0.038042406,0.929093994,0.814912648,1.14285947,1.840915472,,,0.014306152,0.010014306,0.330120711,0.254715764,0.097682119,-1,0.548779084,0.423683189
5q,PAAD,1.604845987,1.551662586,2.461457228,,1.208384218,-1.804204008,,,1.264008005,1.458066336,,,,0.014306152,0.010014306,0.393000846,1.273578821,0.097682119,0,0.376856219,0.585946596
5q,PRAD,1.401057801,0.532181156,1.213351648,0.0745655,1.637049423,-0.594922815,0.412539894,,3.253087742,1.835621215,,,,0.014306152,0.010014306,-0.424440914,2.292441533,0.097682119,0,0.098053454,0.370409854
5q,SKCM,1.679019142,1.849159582,2.443519563,0.08475625,0.503020823,-1.601911086,0.399658057,,1.316500106,1.331742401,,,,0.014306152,0.010014306,0.015720034,0.764147293,0.097682119,-1,0.121536635,0.331077751
5q,STAD,1.551320826,0.580052956,1.721925062,0.0884955,1.528011761,-0.939645874,,,,,,,,0.014306152,0.010014306,-0.141480305,,0.097682119,-1,0.253723008,0.659647075
5q,TGCT,2.889531171,2.263216627,4.814847288,0.13530925,1.033160526,-5.415767942,1.396044814,2.139381352,,,0.922214812,1.699347332,2.040744523,0.014306152,0.010014306,2.813886057,,0.097682119,-1,0.870496941,0.230594376
5q,THYM,1.289383846,0.278721227,0.842526933,0.0483405,0.190931662,-1.07583638,0.375344579,,1.592747538,,,,,0.014306152,0.010014306,-0.172920372,-0.254715764,0.097682119,0,0.297654816,0.382881969
5q,UCEC,0.983441847,0.022719958,0,0.10137925,2.086436806,-1.153237814,0.144557899,,1.544945803,1.308913008,,,,0.014306152,0.010014306,-0.330120711,-0.764147293,0.097682119,-1,0.89825003,0.346822632
5q,UCS,0.983441847,0.022719958,0,0.10137925,2.086436806,-1.153237814,0.144557899,,1.544945803,1.308913008,,,,0.014306152,0.010014306,-0.330120711,-0.764147293,0.097682119,0,0.89825003,0.226280519
8q,ACC,1.511133594,1.822785938,2.110759568,,1.577561373,-2.919050194,,,,,,,,0.007653061,0.015306122,0.39346091,,0.12173913,1,0.273063921,0.406230906
8q,BLCA,1.111991288,0.013150257,0,,,-1.138160017,,,1.232409155,2.534665668,,,,0.007653061,0.015306122,-0.39346091,0.839229643,0.12173913,1,0.602658484,0.530898611
8q,BRCA,1.516998826,0.330263174,1.140839169,0.0890845,1.732688567,-0.611698079,0.352720784,,1.773950777,1.315932446,,,,0.007653061,0.015306122,-0.224834806,0,0.12173913,1,0.352251418,0.700228662
8q,CESC,1.109262899,-0.057215659,0.444593633,,,-1.638063591,,,,,,,,0.007653061,0.015306122,-0.39346091,,0.12173913,1,0.447245105,0.356130244
8q,COAD,1.23355235,0.21056436,1.018790029,0.08234,1.148928594,-1.206834092,0.366209742,,1.104983691,1.316994645,,,,0.007653061,0.015306122,-0.168626104,0,0.12173913,1,0.474477728,0.451601156
8q,ESCA,1.145883712,0.480123328,0,0.05838225,0.646342016,-0.935351026,0.477509868,,1.132826102,1.37873103,,,,0.007653061,0.015306122,-0.281043507,-0.419614743,0.12173913,1,0.188215121,0.383178533
8q,GBM,1.514378862,1.254704498,1.424821499,0.09675675,1.668345342,-1.686138811,1.280857747,1.813584797,,,1.755298458,1.98026585,1.845632905,0.007653061,0.015306122,0.281043507,,0.12173913,0,0.324331686,0.496505302
8q,KICH,1.642322422,0.927380634,2.232765768,,,-1.372941654,,1.470048099,1.463445727,1.462532228,1.855712817,1.670873427,1.827180959,0.007653061,0.015306122,0.028104351,1.67845913,0.12173913,0,0.123367641,0.664933982
8q,KIRC,1.642322422,0.927380634,2.232765768,,,-1.372941654,,1.470048099,1.463445727,1.462532228,1.855712817,1.670873427,1.827180959,0.007653061,0.015306122,0.028104351,1.67845913,0.12173913,-1,0.123367641,0.466498863
8q,KIRP,1.642322422,0.927380634,2.232765768,,,-1.372941654,,1.470048099,1.463445727,1.462532228,1.855712817,1.670873427,1.827180959,0.007653061,0.015306122,0.028104351,1.67845913,0.12173913,0,0.123367641,0.309846394
8q,LAML,1.540958134,3.962245248,3.10137365,0.0026265,0.932862977,-4.354624227,2.012067946,,1.112220812,1.642038272,,,,0.007653061,0.015306122,1.854887149,-0.419614743,0.12173913,1,0.274925766,0.032557717
8q,LGG,1.514378862,1.254704498,1.424821499,0.09675675,1.668345342,-1.686138811,1.280857747,1.813584797,,,1.755298458,1.98026585,1.845632905,0.007653061,0.015306122,0.281043507,,0.12173913,1,0.324331686,0.737319815
8q,LIHC,1.546199722,2.597380312,2.531542402,0.03871275,1.938974448,-2.13121492,0.692555003,1.616992276,1.289462258,1.480399722,2.143002986,1.888543061,1.753963621,0.007653061,0.015306122,1.742469746,-0.419614743,0.12173913,1,0.296942424,0.311881891
8q,LUAD,1.699125067,1.427644425,1.968316287,0.11947625,0.690481292,-0.457259708,1.260194997,,0.731155078,0.816316067,,,,0.007653061,0.015306122,-0.337252209,0,0.12173913,1,0.015380851,0.389959381
8q,LUSC,1.699125067,1.427644425,1.968316287,0.11947625,0.690481292,-0.457259708,1.260194997,,0.731155078,0.816316067,,,,0.007653061,0.015306122,-0.337252209,0,0.12173913,1,0.015380851,0.705381228
8q,OV,1.324869215,1.056648955,1.500477678,0.11006,1.975617175,-1.785732325,0.371561624,1.033969881,0.711259793,1.117693098,1.863138819,,,0.007653061,0.015306122,0.168626104,0,0.12173913,1,0.383502453,0.558345439
8q,PAAD,1.525347938,1.538800369,2.023210418,,1.251207424,-1.446069619,,,1.570007998,1.606320911,,,,0.007653061,0.015306122,0.505878313,0.419614743,0.12173913,1,0.443054865,0.651790367
8q,PRAD,1.338458123,-0.039277535,0.755928946,0.08676925,1.648682552,-0.587462156,0.649642138,,2.868061698,2.007526219,,,,0.007653061,0.015306122,-0.281043507,2.937303361,0.12173913,1,0.230730984,0.251540027
8q,SKCM,1.64402722,1.542401986,2.078104549,0.10361875,0.550018565,-1.268658385,0.753904402,,1.167592214,1.315919148,,,,0.007653061,0.015306122,0.618295716,0.839229643,0.12173913,1,0.357932293,0.436635705
8q,STAD,1.446129113,0.632996639,1.621963547,0.088201,1.485366639,-0.927297098,,,,,,,,0.007653061,0.015306122,-0.224834806,,0.12173913,1,0.454292043,0.558341332
8q,TGCT,2.664927582,2.590750239,5.051585743,0.13504,1.020549882,-4.018797846,0.807501229,2.106515743,,,1.246223574,1.908258068,2.034317099,0.007653061,0.015306122,2.529391567,,0.12173913,1,0.031631069,0.15835647
